policy,step,mean_evacuation_rate,std_evacuation_rate,mean_escaped,std_escaped
static_good,169,0.767143,0.047186,107.4,6.606
static_good,170,0.768571,0.046092,107.6,6.453
static_good,171,0.771429,0.044664,108.0,6.253
static_good,172,0.773929,0.042515,108.35,5.952
static_good,173,0.776071,0.042754,108.65,5.986
static_good,174,0.777857,0.040526,108.9,5.674
static_good,175,0.779643,0.039465,109.15,5.525
static_good,176,0.782143,0.036457,109.5,5.104
static_good,177,0.783571,0.036358,109.7,5.09
static_good,178,0.784643,0.034052,109.85,4.767
static_good,179,0.785714,0.032341,110.0,4.528
static_good,180,0.787857,0.029718,110.3,4.161
static_good,181,0.788571,0.028067,110.4,3.929
static_good,182,0.789643,0.025402,110.55,3.556
static_good,183,0.790357,0.02372,110.65,3.321
static_good,184,0.7925,0.020513,110.95,2.872
static_good,185,0.7925,0.020513,110.95,2.872
static_good,186,0.794286,0.016225,111.2,2.272
static_good,187,0.794286,0.016225,111.2,2.272
static_good,188,0.795357,0.013791,111.35,1.931
static_good,189,0.796071,0.012672,111.45,1.774
static_good,190,0.796786,0.01184,111.55,1.658
static_good,191,0.797857,0.009872,111.7,1.382
static_good,192,0.798929,0.00823,111.85,1.152
static_good,193,0.799286,0.006739,111.9,0.943
static_good,194,0.799643,0.005285,111.95,0.74
static_good,195,0.8,0.003912,112.0,0.548
static_good,196,0.800357,0.002743,112.05,0.384
static_good,197,0.800714,0.002143,112.1,0.3
static_good,198,0.800714,0.002143,112.1,0.3
static_good,199,0.800714,0.002143,112.1,0.3
static_good,200,0.800714,0.002143,112.1,0.3
trained_mqmix_best,0,0.0,0.0,0.0,0.0
trained_mqmix_best,1,0.0,0.0,0.0,0.0
trained_mqmix_best,2,0.0,0.0,0.0,0.0
trained_mqmix_best,3,0.0,0.0,0.0,0.0
trained_mqmix_best,4,0.0,0.0,0.0,0.0
trained_mqmix_best,5,0.0,0.0,0.0,0.0
trained_mqmix_best,6,0.0,0.0,0.0,0.0
trained_mqmix_best,7,0.0,0.0,0.0,0.0
trained_mqmix_best,8,0.0,0.0,0.0,0.0
trained_mqmix_best,9,0.0,0.0,0.0,0.0
trained_mqmix_best,10,0.0,0.0,0.0,0.0
trained_mqmix_best,11,0.0,0.0,0.0,0.0
trained_mqmix_best,12,0.0,0.0,0.0,0.0
trained_mqmix_best,13,0.0,0.0,0.0,0.0
trained_mqmix_best,14,0.0,0.0,0.0,0.0
trained_mqmix_best,15,0.0,0.0,0.0,0.0
trained_mqmix_best,16,0.0,0.0,0.0,0.0
trained_mqmix_best,17,0.0,0.0,0.0,0.0
trained_mqmix_best,18,0.0,0.0,0.0,0.0
trained_mqmix_best,19,0.0,0.0,0.0,0.0
trained_mqmix_best,20,0.0,0.0,0.0,0.0
trained_mqmix_best,21,0.0,0.0,0.0,0.0
trained_mqmix_best,22,0.0,0.0,0.0,0.0
trained_mqmix_best,23,0.0,0.0,0.0,0.0
trained_mqmix_best,24,0.0,0.0,0.0,0.0
trained_mqmix_best,25,0.0,0.0,0.0,0.0
trained_mqmix_best,26,0.0,0.0,0.0,0.0
trained_mqmix_best,27,0.0,0.0,0.0,0.0
trained_mqmix_best,28,0.0,0.0,0.0,0.0
trained_mqmix_best,29,0.0,0.0,0.0,0.0
trained_mqmix_best,30,0.0,0.0,0.0,0.0
trained_mqmix_best,31,0.0,0.0,0.0,0.0
trained_mqmix_best,32,0.011786,0.004088,1.65,0.572
trained_mqmix_best,33,0.014286,0.0,2.0,0.0
trained_mqmix_best,34,0.025714,0.004165,3.6,0.583
trained_mqmix_best,35,0.028214,0.001557,3.95,0.218
trained_mqmix_best,36,0.039286,0.004226,5.5,0.592
trained_mqmix_best,37,0.041786,0.002551,5.85,0.357
trained_mqmix_best,38,0.051786,0.005923,7.25,0.829
trained_mqmix_best,39,0.054286,0.004165,7.6,0.583
trained_mqmix_best,40,0.065,0.006349,9.1,0.889
trained_mqmix_best,41,0.068571,0.004165,9.6,0.583
trained_mqmix_best,42,0.078571,0.005976,11.0,0.837
trained_mqmix_best,43,0.0825,0.005285,11.55,0.74
trained_mqmix_best,44,0.091429,0.006624,12.8,0.927
trained_mqmix_best,45,0.096071,0.005748,13.45,0.805
trained_mqmix_best,46,0.105,0.007525,14.7,1.054
trained_mqmix_best,47,0.109643,0.006498,15.35,0.91
trained_mqmix_best,48,0.118571,0.007954,16.6,1.114
trained_mqmix_best,49,0.123929,0.006498,17.35,0.91
trained_mqmix_best,50,0.132143,0.00766,18.5,1.072
trained_mqmix_best,51,0.138214,0.006498,19.35,0.91
trained_mqmix_best,52,0.145714,0.007626,20.4,1.068
trained_mqmix_best,53,0.152143,0.007178,21.3,1.005
trained_mqmix_best,54,0.159286,0.008482,22.3,1.187
trained_mqmix_best,55,0.165714,0.007693,23.2,1.077
trained_mqmix_best,56,0.172857,0.008018,24.2,1.122
trained_mqmix_best,57,0.178929,0.007978,25.05,1.117
trained_mqmix_best,58,0.185714,0.009035,26.0,1.265
trained_mqmix_best,59,0.1925,0.008292,26.95,1.161
trained_mqmix_best,60,0.198571,0.009203,27.8,1.288
trained_mqmix_best,61,0.205357,0.008414,28.75,1.178
trained_mqmix_best,62,0.212143,0.009063,29.7,1.269
trained_mqmix_best,63,0.217857,0.009715,30.5,1.36
trained_mqmix_best,64,0.225357,0.008886,31.55,1.244
trained_mqmix_best,65,0.231071,0.010171,32.35,1.424
trained_mqmix_best,66,0.2375,0.011037,33.25,1.545
trained_mqmix_best,67,0.244286,0.010973,34.2,1.536
trained_mqmix_best,68,0.249643,0.010221,34.95,1.431
trained_mqmix_best,69,0.257857,0.010809,36.1,1.513
trained_mqmix_best,70,0.263929,0.010221,36.95,1.431
trained_mqmix_best,71,0.270714,0.010326,37.9,1.446
trained_mqmix_best,72,0.277143,0.01,38.8,1.4
trained_mqmix_best,73,0.284643,0.010897,39.85,1.526
trained_mqmix_best,74,0.29,0.010202,40.6,1.428
trained_mqmix_best,75,0.296786,0.010944,41.55,1.532
trained_mqmix_best,76,0.3025,0.010171,42.35,1.424
trained_mqmix_best,77,0.308929,0.010564,43.25,1.479
trained_mqmix_best,78,0.314643,0.009968,44.05,1.396
trained_mqmix_best,79,0.321071,0.01184,44.95,1.658
trained_mqmix_best,80,0.326786,0.012551,45.75,1.757
trained_mqmix_best,81,0.333571,0.014481,46.7,2.027
trained_mqmix_best,82,0.340714,0.012995,47.7,1.819
trained_mqmix_best,83,0.346429,0.015068,48.5,2.11
trained_mqmix_best,84,0.352143,0.014656,49.3,2.052
trained_mqmix_best,85,0.358214,0.014512,50.15,2.032
trained_mqmix_best,86,0.365357,0.013974,51.15,1.956
trained_mqmix_best,87,0.371429,0.01374,52.0,1.924
trained_mqmix_best,88,0.378929,0.013262,53.05,1.857
trained_mqmix_best,89,0.384286,0.014569,53.8,2.04
trained_mqmix_best,90,0.391786,0.013604,54.85,1.905
trained_mqmix_best,91,0.397857,0.015502,55.7,2.17
trained_mqmix_best,92,0.404643,0.015365,56.65,2.151
trained_mqmix_best,93,0.411071,0.016824,57.55,2.355
trained_mqmix_best,94,0.417143,0.016194,58.4,2.267
trained_mqmix_best,95,0.423929,0.016641,59.35,2.33
trained_mqmix_best,96,0.430357,0.017332,60.25,2.426
trained_mqmix_best,97,0.436429,0.018197,61.1,2.548
trained_mqmix_best,98,0.443929,0.016945,62.15,2.372
trained_mqmix_best,99,0.45,0.018211,63.0,2.55
trained_mqmix_best,100,0.455714,0.017438,63.8,2.441
trained_mqmix_best,101,0.460714,0.017857,64.5,2.5
trained_mqmix_best,102,0.467857,0.017569,65.5,2.46
trained_mqmix_best,103,0.474286,0.018406,66.4,2.577
trained_mqmix_best,104,0.481786,0.01771,67.45,2.479
trained_mqmix_best,105,0.4875,0.018746,68.25,2.624
trained_mqmix_best,106,0.494643,0.017478,69.25,2.447
trained_mqmix_best,107,0.500357,0.019362,70.05,2.711
trained_mqmix_best,108,0.508571,0.017728,71.2,2.482
trained_mqmix_best,109,0.514643,0.019362,72.05,2.711
trained_mqmix_best,110,0.521429,0.019949,73.0,2.793
trained_mqmix_best,111,0.528214,0.019882,73.95,2.783
trained_mqmix_best,112,0.535714,0.019949,75.0,2.793
trained_mqmix_best,113,0.541429,0.020404,75.8,2.857
trained_mqmix_best,114,0.548214,0.02006,76.75,2.808
trained_mqmix_best,115,0.554643,0.020238,77.65,2.833
trained_mqmix_best,116,0.558929,0.021053,78.25,2.947
trained_mqmix_best,117,0.565357,0.020363,79.15,2.851
trained_mqmix_best,118,0.571429,0.021547,80.0,3.017
trained_mqmix_best,119,0.578214,0.020388,80.95,2.854
trained_mqmix_best,120,0.585,0.021056,81.9,2.948
trained_mqmix_best,121,0.591429,0.02102,82.8,2.943
trained_mqmix_best,122,0.598571,0.0215,83.8,3.01
trained_mqmix_best,123,0.605,0.020959,84.7,2.934
trained_mqmix_best,124,0.611786,0.02098,85.65,2.937
trained_mqmix_best,125,0.618571,0.020874,86.6,2.922
trained_mqmix_best,126,0.625714,0.020874,87.6,2.922
trained_mqmix_best,127,0.631429,0.019614,88.4,2.746
trained_mqmix_best,128,0.638929,0.019882,89.45,2.783
trained_mqmix_best,129,0.645,0.019833,90.3,2.777
trained_mqmix_best,130,0.6525,0.020858,91.35,2.92
trained_mqmix_best,131,0.6575,0.021246,92.05,2.974
trained_mqmix_best,132,0.666071,0.021651,93.25,3.031
trained_mqmix_best,133,0.671071,0.021366,93.95,2.991
trained_mqmix_best,134,0.679643,0.021698,95.15,3.038
trained_mqmix_best,135,0.684286,0.020404,95.8,2.857
trained_mqmix_best,136,0.693214,0.022528,97.05,3.154
trained_mqmix_best,137,0.697857,0.021321,97.7,2.985
trained_mqmix_best,138,0.706071,0.022506,98.85,3.151
trained_mqmix_best,139,0.711786,0.021698,99.65,3.038
trained_mqmix_best,140,0.719643,0.02246,100.75,3.144
trained_mqmix_best,141,0.726071,0.021698,101.65,3.038
trained_mqmix_best,142,0.733214,0.021932,102.65,3.07
trained_mqmix_best,143,0.74,0.021595,103.6,3.023
trained_mqmix_best,144,0.746429,0.021958,104.5,3.074
trained_mqmix_best,145,0.753214,0.021955,105.45,3.074
trained_mqmix_best,146,0.760357,0.022866,106.45,3.201
trained_mqmix_best,147,0.766429,0.022935,107.3,3.211
trained_mqmix_best,148,0.773929,0.021815,108.35,3.054
trained_mqmix_best,149,0.778571,0.020947,109.0,2.933
trained_mqmix_best,150,0.785714,0.019562,110.0,2.739
trained_mqmix_best,151,0.788929,0.017996,110.45,2.519
trained_mqmix_best,152,0.792857,0.01532,111.0,2.145
trained_mqmix_best,153,0.794643,0.013339,111.25,1.867
trained_mqmix_best,154,0.796786,0.010467,111.55,1.465
trained_mqmix_best,155,0.797857,0.008777,111.7,1.229
trained_mqmix_best,156,0.799286,0.006739,111.9,0.943
trained_mqmix_best,157,0.799643,0.005285,111.95,0.74
trained_mqmix_best,158,0.8,0.003912,112.0,0.548
trained_mqmix_best,159,0.800357,0.002743,112.05,0.384
trained_mqmix_best,160,0.800714,0.002143,112.1,0.3
trained_mqmix_best,161,0.800714,0.002143,112.1,0.3
trained_mqmix_best,162,0.800714,0.002143,112.1,0.3
trained_mqmix_best,163,0.800714,0.002143,112.1,0.3
trained_mqmix_best,164,0.800714,0.002143,112.1,0.3
trained_mqmix_best,165,0.800714,0.002143,112.1,0.3
trained_mqmix_best,166,0.800714,0.002143,112.1,0.3
trained_mqmix_best,167,0.800714,0.002143,112.1,0.3
trained_mqmix_best,168,0.800714,0.002143,112.1,0.3
trained_mqmix_best,169,0.800714,0.002143,112.1,0.3
trained_mqmix_best,170,0.800714,0.002143,112.1,0.3
trained_mqmix_best,171,0.800714,0.002143,112.1,0.3
trained_mqmix_best,172,0.800714,0.002143,112.1,0.3
trained_mqmix_best,173,0.800714,0.002143,112.1,0.3
trained_mqmix_best,174,0.800714,0.002143,112.1,0.3
trained_mqmix_best,175,0.800714,0.002143,112.1,0.3
trained_mqmix_best,176,0.800714,0.002143,112.1,0.3
trained_mqmix_best,177,0.800714,0.002143,112.1,0.3
trained_mqmix_best,178,0.800714,0.002143,112.1,0.3
trained_mqmix_best,179,0.800714,0.002143,112.1,0.3
trained_mqmix_best,180,0.800714,0.002143,112.1,0.3
trained_mqmix_best,181,0.800714,0.002143,112.1,0.3
trained_mqmix_best,182,0.800714,0.002143,112.1,0.3
trained_mqmix_best,183,0.800714,0.002143,112.1,0.3
trained_mqmix_best,184,0.800714,0.002143,112.1,0.3
trained_mqmix_best,185,0.800714,0.002143,112.1,0.3
trained_mqmix_best,186,0.800714,0.002143,112.1,0.3
trained_mqmix_best,187,0.800714,0.002143,112.1,0.3
trained_mqmix_best,188,0.800714,0.002143,112.1,0.3
trained_mqmix_best,189,0.800714,0.002143,112.1,0.3
trained_mqmix_best,190,0.800714,0.002143,112.1,0.3
trained_mqmix_best,191,0.800714,0.002143,112.1,0.3
trained_mqmix_best,192,0.800714,0.002143,112.1,0.3
trained_mqmix_best,193,0.800714,0.002143,112.1,0.3
trained_mqmix_best,194,0.800714,0.002143,112.1,0.3
trained_mqmix_best,195,0.800714,0.002143,112.1,0.3
trained_mqmix_best,196,0.800714,0.002143,112.1,0.3
trained_mqmix_best,197,0.800714,0.002143,112.1,0.3
trained_mqmix_best,198,0.800714,0.002143,112.1,0.3
trained_mqmix_best,199,0.800714,0.002143,112.1,0.3
trained_mqmix_best,200,0.800714,0.002143,112.1,0.3
