block_prob,position,factor,cutoff,decay,baseline_mean_steps,robot_mean_steps,robot_std_steps,mean_escaped,mean_rate,reduction_percent
0.9,behind_exit,0.5,3.0,0.5,171.667,166.667,7.318,112.333,0.802,2.913
0.9,behind_exit,0.5,4.0,0.35,171.667,180.0,15.253,111.667,0.798,-4.854
0.9,behind_exit,0.5,4.0,0.5,171.667,174.667,16.049,112.0,0.8,-1.748
0.9,behind_exit,0.5,5.0,0.35,171.667,178.667,5.437,112.0,0.8,-4.078
0.9,behind_exit,0.5,5.0,0.5,171.667,169.333,7.93,112.333,0.802,1.359
0.9,behind_exit,0.8,3.0,0.35,171.667,156.667,4.922,112.667,0.805,8.738
0.9,behind_exit,0.8,3.0,0.5,171.667,172.0,8.602,112.0,0.8,-0.194
0.9,behind_exit,0.8,4.0,0.35,171.667,157.333,4.19,112.0,0.8,8.35
0.9,behind_exit,0.8,4.0,0.5,171.667,166.333,7.717,112.0,0.8,3.107
0.9,behind_exit,0.8,5.0,0.35,171.667,163.0,5.354,112.0,0.8,5.049
0.9,behind_exit,0.8,5.0,0.5,171.667,175.333,12.815,112.0,0.8,-2.136
0.9,behind_exit,1.0,3.0,0.35,171.667,158.0,6.683,112.333,0.802,7.961
0.9,behind_exit,1.0,3.0,0.5,171.667,158.0,6.683,112.333,0.802,7.961
0.9,behind_exit,1.0,4.0,0.35,171.667,153.667,3.091,112.0,0.8,10.485
0.9,behind_exit,1.0,4.0,0.5,171.667,168.0,16.31,112.333,0.802,2.136
0.9,behind_exit,1.0,5.0,0.35,171.667,154.0,6.683,112.333,0.802,10.291
0.9,behind_exit,1.0,5.0,0.5,171.667,171.667,20.369,112.0,0.8,0.0
0.9,behind_exit,1.2,3.0,0.35,171.667,158.0,6.683,112.333,0.802,7.961
0.9,behind_exit,1.2,3.0,0.5,171.667,158.0,6.683,112.333,0.802,7.961
0.9,behind_exit,1.2,4.0,0.35,171.667,153.667,3.091,112.0,0.8,10.485
0.9,behind_exit,1.2,4.0,0.5,171.667,168.0,16.31,112.333,0.802,2.136
0.9,behind_exit,1.2,5.0,0.35,171.667,152.667,0.471,112.0,0.8,11.068
0.9,behind_exit,1.2,5.0,0.5,171.667,161.667,5.249,112.333,0.802,5.825
